customer_id,tenure,monthly_charges,total_charges,contract_type,payment_method,paperless_billing,gender,senior_citizen,partner,dependents,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,unlimited_data,churn
5944,15,54.31763870323312,615.7696005898914,One year,Bank transfer,Yes,Male,0,Yes,Yes,No,Yes,No,No internet service,No internet service,No internet service,No,Yes,No,Yes,0
5945,27,87.57847536712315,4720.986401602542,Month-to-month,Bank transfer,Yes,Male,0,Yes,Yes,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,Yes,No internet service,No,No internet service,1
5946,68,29.802344058293187,2301.984320377492,One year,Bank transfer,No,Female,1,Yes,No,Yes,No,DSL,No,No,No,No,Yes,No internet service,No internet service,0
5947,64,32.72514797839558,3786.186704357146,Two year,Electronic check,No,Male,0,No,No,No,Yes,DSL,No internet service,No,No,No,No internet service,No internet service,No,0
5948,30,26.166620730740412,4515.938985756568,Two year,Mailed check,No,Female,1,Yes,Yes,No,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Yes,0
5949,36,119.60791289068266,7096.708814711216,Month-to-month,Mailed check,No,Female,1,Yes,Yes,No,No,DSL,No internet service,No internet service,Yes,No internet service,Yes,No,No,1
5950,67,58.707676860158124,4674.691617825602,Two year,Credit card,No,Female,0,No,No,No,No,No,No internet service,Yes,No,No,No internet service,No internet service,No,0
5951,49,110.57951677346345,1894.5606159482502,Month-to-month,Electronic check,Yes,Male,1,No,No,Yes,No,No,Yes,No,No internet service,No,Yes,No internet service,No,0
5952,55,49.35856384242821,727.7296800617784,Month-to-month,Credit card,Yes,Male,0,No,No,No,No phone service,DSL,Yes,No internet service,No internet service,Yes,No,Yes,Yes,0
5953,56,95.32025651404958,5053.208356768676,One year,Electronic check,Yes,Female,1,Yes,No,No,Yes,No,No internet service,No internet service,No,No,Yes,No,No internet service,0
5954,68,41.90666163123789,4405.882331173999,One year,Credit card,Yes,Female,1,No,Yes,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,Yes,No internet service,No internet service,No internet service,0
5955,44,69.83247096482503,5407.20338295089,Two year,Electronic check,Yes,Male,0,Yes,No,Yes,No phone service,No,No internet service,No internet service,Yes,No internet service,Yes,No internet service,No,0
5956,31,102.46157392957795,3729.2329751849625,Month-to-month,Credit card,Yes,Male,1,No,Yes,No,No phone service,Fiber optic,No internet service,Yes,Yes,Yes,No,Yes,Yes,1
5957,58,101.63343988950827,6618.494193930921,One year,Credit card,Yes,Male,0,No,Yes,Yes,No phone service,No,No internet service,No internet service,Yes,No internet service,Yes,No,No internet service,0
5958,53,99.42807173626744,7369.419489685201,Two year,Electronic check,No,Male,0,Yes,No,No,No phone service,DSL,No internet service,No,No,Yes,Yes,Yes,No,0
5959,23,102.37344130385529,416.0349355666541,Two year,Mailed check,Yes,Male,1,Yes,Yes,No,No,DSL,No,Yes,No internet service,Yes,Yes,No internet service,No internet service,0
5960,28,41.147228130587926,5978.2836356886555,One year,Credit card,No,Female,0,Yes,No,Yes,No phone service,No,Yes,No internet service,No internet service,Yes,No internet service,Yes,No,0
5961,16,68.22162725603864,377.76830350005304,Two year,Electronic check,Yes,Male,1,No,No,No,Yes,Fiber optic,No internet service,Yes,No internet service,Yes,No internet service,No,Yes,0
5962,37,68.48714745971586,3616.2638262931027,One year,Electronic check,Yes,Female,1,Yes,No,No,No,Fiber optic,Yes,Yes,No internet service,No internet service,No internet service,No,No internet service,0
5963,21,109.05024873479125,3746.665412493428,Month-to-month,Mailed check,No,Female,0,Yes,Yes,No,Yes,Fiber optic,No,No internet service,No,Yes,No internet service,No internet service,Yes,0
5964,17,49.68918293994288,5600.125340447738,Two year,Mailed check,No,Female,0,No,No,No,Yes,Fiber optic,Yes,No,No internet service,No internet service,No,No,Yes,0
5965,37,113.14958933890483,2883.986055787481,Month-to-month,Mailed check,Yes,Female,1,Yes,Yes,No,Yes,Fiber optic,Yes,No internet service,No,No internet service,Yes,No,No,0
5966,19,65.0795736306099,6585.120572713928,One year,Mailed check,Yes,Male,1,No,Yes,Yes,No phone service,Fiber optic,Yes,No internet service,No internet service,No,No,No internet service,Yes,0
5967,30,86.97870031774188,2808.626057772313,Month-to-month,Credit card,Yes,Female,1,No,No,Yes,Yes,Fiber optic,No,No,Yes,No internet service,No internet service,Yes,No internet service,0
5968,45,46.888311227933436,2805.891317897751,One year,Credit card,Yes,Female,1,No,Yes,No,Yes,DSL,No internet service,No internet service,No,No,No,No internet service,No,0
5969,18,61.02981068313073,1859.8092745033111,Two year,Bank transfer,Yes,Male,0,Yes,No,No,Yes,DSL,No,No,No,No internet service,No internet service,No,Yes,0
5970,62,90.98009320691403,5502.56508292087,Two year,Credit card,No,Male,0,Yes,No,Yes,No phone service,DSL,No,Yes,No internet service,Yes,Yes,Yes,Yes,0
5971,36,71.27471418510093,705.0390965947726,Two year,Bank transfer,No,Female,1,No,Yes,No,Yes,DSL,No,No,No internet service,No internet service,No internet service,No,No internet service,0
5972,52,113.07080116883338,2968.1351784896638,Month-to-month,Bank transfer,No,Male,0,Yes,Yes,Yes,No phone service,No,Yes,Yes,No internet service,Yes,No,Yes,No,0
5973,19,93.71249658974774,2208.436894581546,Month-to-month,Credit card,Yes,Male,0,No,Yes,No,No,Fiber optic,No,No,Yes,No,No internet service,No internet service,No,0
5974,44,76.44029255106,1911.75151730118,Month-to-month,Bank transfer,Yes,Male,1,No,No,No,Yes,DSL,No,Yes,Yes,No,No,No,Yes,0
5975,7,108.66697566522082,581.7682056741357,One year,Mailed check,No,Male,0,No,No,Yes,No phone service,Fiber optic,Yes,No,No,No internet service,No internet service,Yes,Yes,1
5976,44,86.55563887887443,1604.0266142259766,Two year,Bank transfer,No,Male,1,No,No,No,No,Fiber optic,Yes,Yes,No,No,No internet service,No,No internet service,0
5977,68,84.73204734204323,3625.330840569741,Month-to-month,Credit card,Yes,Female,0,Yes,Yes,No,Yes,Fiber optic,Yes,No internet service,No,No,No,Yes,No,1
5978,34,44.63713331476273,4079.557496612117,One year,Electronic check,Yes,Male,1,No,No,No,No,Fiber optic,No,No,Yes,Yes,No internet service,Yes,No,0
5979,66,59.48569655282109,2229.0869229393675,Month-to-month,Credit card,Yes,Male,0,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No internet service,No,Yes,0
5980,69,88.33036526040215,5236.92371688588,One year,Electronic check,Yes,Male,1,No,Yes,No,Yes,Fiber optic,No internet service,Yes,No,Yes,No,Yes,No internet service,0
5981,55,109.17917114831579,2752.7673674900993,Two year,Electronic check,Yes,Male,1,No,No,Yes,No,DSL,No internet service,No,No,No internet service,No,No,No,0
5982,10,51.55474736449152,3001.2421221719987,Month-to-month,Bank transfer,No,Female,1,No,No,Yes,No,DSL,Yes,No,No internet service,No,No internet service,Yes,Yes,1
5983,42,41.54856219429847,6282.732239556749,Two year,Bank transfer,No,Male,1,No,No,No,No phone service,No,No,No,Yes,Yes,No,Yes,Yes,0
5984,41,79.36959788158558,4460.537099256727,Month-to-month,Electronic check,Yes,Female,1,No,Yes,No,Yes,No,No,No,No,Yes,No,Yes,No,0
5985,69,26.71970981027131,7630.081324432792,One year,Bank transfer,Yes,Male,0,No,Yes,Yes,No,Fiber optic,No internet service,No,No,No internet service,No,No,No internet service,0
5986,10,91.45417014500052,2938.479489994592,Two year,Mailed check,Yes,Female,0,Yes,No,No,No phone service,No,No,Yes,Yes,Yes,No internet service,No internet service,No internet service,1
5987,10,90.31385432874808,6639.939918355787,Month-to-month,Credit card,Yes,Male,0,Yes,Yes,No,Yes,No,No internet service,No,No internet service,No,No,No internet service,Yes,1
5988,60,55.49660309861551,5932.866532881343,Month-to-month,Bank transfer,Yes,Male,0,Yes,Yes,No,Yes,DSL,Yes,No internet service,No,Yes,No internet service,No internet service,No,0
5989,51,109.26776533449016,7132.492526790971,Two year,Electronic check,Yes,Female,1,Yes,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Yes,Yes,No,0
5990,21,70.21811415391275,7658.65184609234,One year,Electronic check,Yes,Male,1,Yes,No,No,No,DSL,No,No internet service,No,No,No internet service,Yes,No,0
5991,8,84.57649506929368,160.64449280688603,Two year,Credit card,Yes,Female,0,No,Yes,Yes,No,DSL,No internet service,Yes,No,Yes,Yes,Yes,No,0
5992,65,40.95784819383378,797.5522081533771,Month-to-month,Bank transfer,No,Male,1,Yes,No,Yes,Yes,DSL,No,No,No,No,Yes,No internet service,No,0
5993,30,61.734033516000004,5427.276687697317,Two year,Bank transfer,Yes,Female,0,Yes,Yes,Yes,No,Fiber optic,No internet service,No,No internet service,No,Yes,No internet service,No,0
5994,49,106.2417540269768,3182.578891603189,Two year,Electronic check,No,Female,0,No,No,Yes,No,DSL,Yes,No,Yes,No,No internet service,No,No,0
5995,9,41.29395476323428,6571.088303767698,One year,Credit card,No,Male,1,No,No,No,No phone service,No,No internet service,No,Yes,No internet service,Yes,No,Yes,0
5996,17,59.05743775924688,194.6406543619629,One year,Electronic check,Yes,Female,0,No,No,Yes,No,No,Yes,Yes,No internet service,No,Yes,No internet service,No internet service,0
5997,69,51.80765444281299,6475.1214836718,Two year,Credit card,Yes,Male,0,No,No,No,No phone service,DSL,Yes,No internet service,No,No internet service,No internet service,No internet service,No,0
5998,58,35.11101848647801,1168.4117865988528,One year,Bank transfer,No,Female,0,Yes,Yes,Yes,No,DSL,Yes,Yes,No internet service,Yes,No,Yes,Yes,0
5999,57,48.97179181275355,2392.9674473047608,One year,Bank transfer,Yes,Male,1,Yes,No,Yes,No,DSL,No,No,Yes,No,No,No,No internet service,0
6000,62,43.27722835752167,7755.717782059962,Month-to-month,Credit card,Yes,Female,0,Yes,No,Yes,No phone service,DSL,Yes,No,Yes,No internet service,No internet service,No,No,0
6001,52,112.35936304613274,507.6250970305282,One year,Electronic check,Yes,Female,0,Yes,Yes,No,Yes,DSL,No,No,Yes,No internet service,Yes,No,No internet service,0
6002,61,94.1078804542796,2857.420838376124,Two year,Electronic check,No,Male,1,No,No,No,Yes,No,Yes,No internet service,No,Yes,No,No,No,0
6003,40,51.61015817828243,767.7773275837011,Two year,Electronic check,Yes,Female,1,Yes,Yes,Yes,Yes,Fiber optic,No internet service,No,Yes,Yes,No internet service,No internet service,Yes,0
6004,38,96.33390532427097,6843.474807505609,Month-to-month,Credit card,No,Male,1,No,Yes,Yes,No phone service,DSL,No internet service,No,No internet service,No,Yes,No internet service,No internet service,0
6005,43,22.21399530338714,5653.827368045642,Month-to-month,Credit card,Yes,Male,1,Yes,No,Yes,No,DSL,Yes,Yes,No,No internet service,Yes,No internet service,No,0
6006,63,72.652471077114,6422.665363744261,Month-to-month,Electronic check,Yes,Male,1,No,Yes,Yes,No phone service,Fiber optic,No internet service,No,Yes,No internet service,No,Yes,Yes,0
6007,19,45.03345637346731,4265.508142919584,Two year,Electronic check,No,Male,1,No,Yes,Yes,Yes,DSL,No internet service,No internet service,Yes,No internet service,No,No internet service,Yes,0
6008,50,31.432207180851417,2925.988155404623,Two year,Credit card,No,Male,1,Yes,No,No,No phone service,No,No,Yes,No,Yes,Yes,Yes,No internet service,0
6009,33,108.37585283384885,117.96159488049591,One year,Credit card,No,Male,0,Yes,No,No,No phone service,No,No,No,Yes,No,No internet service,Yes,No internet service,0
6010,13,39.93405342625726,2295.6257651390224,Month-to-month,Electronic check,Yes,Male,1,Yes,Yes,Yes,Yes,Fiber optic,No internet service,No internet service,No,No internet service,No internet service,Yes,No internet service,0
6011,62,102.23910929462824,4164.973019452305,One year,Electronic check,Yes,Male,0,No,Yes,No,No,DSL,Yes,Yes,No,No,Yes,No internet service,Yes,0
6012,43,61.32226774917712,5348.4600881610595,One year,Bank transfer,No,Male,0,Yes,Yes,No,No,DSL,Yes,No,Yes,No internet service,No,Yes,Yes,0
6013,49,21.429077004070034,1908.605629524178,Two year,Mailed check,No,Male,1,No,No,Yes,Yes,No,No,No,No,No,No internet service,No,No internet service,0
6014,36,93.25328293010253,1197.3166856762607,One year,Credit card,Yes,Male,0,Yes,Yes,No,No,No,No internet service,Yes,No,No internet service,No internet service,No,No internet service,0
6015,10,79.6359758219368,1692.7574100359843,Month-to-month,Mailed check,Yes,Female,0,Yes,No,No,Yes,DSL,No,No internet service,No internet service,Yes,No,Yes,Yes,1
6016,6,54.41718831678193,2897.200808359848,Month-to-month,Credit card,Yes,Male,1,No,No,No,No,DSL,Yes,Yes,Yes,No internet service,No,No,No internet service,1
6017,57,48.15459339262634,1272.1885004916626,Two year,Bank transfer,Yes,Male,0,Yes,Yes,No,Yes,DSL,No,Yes,Yes,Yes,No,No,No,0
6018,1,27.369125237043473,1338.8569419267822,Two year,Credit card,Yes,Male,0,Yes,No,Yes,No phone service,DSL,No internet service,No internet service,No,No,No internet service,No,Yes,0
6019,71,114.14255948352722,445.6384300533671,Two year,Credit card,No,Female,0,Yes,Yes,Yes,No phone service,DSL,Yes,No internet service,Yes,No internet service,Yes,Yes,No internet service,0
6020,58,69.39848846920856,6868.129035400178,Month-to-month,Mailed check,Yes,Male,1,Yes,Yes,No,No phone service,No,No internet service,No,No internet service,Yes,No internet service,No internet service,No internet service,0
6021,21,28.552451757610804,1836.0931300798652,Two year,Bank transfer,Yes,Male,1,Yes,No,No,Yes,No,Yes,Yes,No internet service,No,No internet service,No,Yes,0
6022,56,106.86797177444706,6593.029268584169,Month-to-month,Bank transfer,Yes,Male,1,No,Yes,Yes,No phone service,No,No internet service,No,No internet service,Yes,Yes,No,Yes,0
6023,20,47.88331728178167,3562.6441504841846,One year,Bank transfer,No,Female,0,No,No,Yes,No phone service,No,No internet service,No internet service,No internet service,No,Yes,Yes,No,0
6024,54,40.36027157346548,5096.2587362375125,Two year,Bank transfer,No,Male,0,Yes,No,No,No,Fiber optic,No,Yes,Yes,No internet service,No internet service,No internet service,Yes,0
6025,25,48.093743834221875,698.046875649743,Two year,Credit card,Yes,Female,1,Yes,Yes,No,No phone service,No,Yes,Yes,No,Yes,Yes,Yes,No,0
6026,28,76.45714586071114,4710.285940363459,Two year,Mailed check,Yes,Male,1,No,Yes,Yes,Yes,DSL,No internet service,Yes,No,No internet service,Yes,No internet service,No internet service,0
6027,5,27.405648449703648,2390.963685069084,Month-to-month,Bank transfer,No,Male,0,No,No,Yes,Yes,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1
6028,21,68.17569091226764,852.1586298944463,One year,Electronic check,Yes,Female,0,No,No,Yes,No phone service,No,No,No internet service,No internet service,No internet service,No,No internet service,Yes,0
6029,18,109.57434451243125,7275.0367197259,Two year,Bank transfer,No,Female,0,No,Yes,No,No,No,No internet service,Yes,No internet service,No,No,Yes,No internet service,0
6030,47,38.817159584612384,4868.661534560978,One year,Mailed check,No,Female,0,Yes,No,Yes,No phone service,Fiber optic,Yes,Yes,Yes,No,No,Yes,No internet service,0
6031,70,53.11887721522439,2009.4902552277497,Two year,Mailed check,No,Male,0,No,No,Yes,Yes,No,No,No internet service,No,No internet service,No internet service,No,Yes,0
6032,57,59.61219650516527,3415.219284707015,Month-to-month,Mailed check,Yes,Female,1,No,No,No,No phone service,No,No internet service,No internet service,No,No internet service,No internet service,No,No,0
6033,19,78.62207115272452,2919.5110592296724,One year,Mailed check,No,Female,1,Yes,Yes,Yes,No,DSL,Yes,No internet service,No,No internet service,Yes,No internet service,Yes,0
6034,65,111.92542465263115,5634.579360276789,One year,Electronic check,Yes,Male,0,Yes,No,No,No phone service,DSL,No,Yes,Yes,Yes,No internet service,No,No,0
6035,3,59.45392082424255,4898.722090617202,Two year,Bank transfer,No,Male,0,Yes,Yes,No,Yes,DSL,No,No,No internet service,Yes,Yes,No internet service,Yes,0
6036,42,26.915284067776362,256.2791908889058,One year,Credit card,No,Male,0,Yes,Yes,Yes,Yes,DSL,No internet service,No,No internet service,No,No,No internet service,Yes,0
6037,21,54.79508614309924,1662.8332178769206,Month-to-month,Credit card,No,Female,1,No,Yes,Yes,No,Fiber optic,No internet service,Yes,No internet service,No,No,Yes,Yes,0
6038,40,39.00854125998448,3877.2109807028064,One year,Electronic check,No,Male,1,No,No,No,No,No,No internet service,No,No,Yes,Yes,No internet service,No internet service,0
6039,67,85.17744788191034,3619.3377588049457,One year,Bank transfer,No,Male,0,No,No,Yes,No,Fiber optic,Yes,Yes,Yes,No,No internet service,Yes,No internet service,0
6040,25,22.92621091673322,4181.731567353891,One year,Bank transfer,Yes,Female,0,No,No,No,Yes,No,No,No,Yes,No,No internet service,No internet service,No internet service,0
6041,55,49.192997107307335,5747.005583119886,One year,Credit card,No,Male,0,No,Yes,No,No phone service,DSL,No,Yes,Yes,Yes,No,No internet service,No internet service,0
6042,52,74.51735072326198,5487.871088135994,Two year,Electronic check,No,Male,1,Yes,No,Yes,No,No,No internet service,No internet service,No,No,No internet service,No internet service,No internet service,0
6043,44,47.73342060495543,3045.226034921732,Two year,Credit card,Yes,Female,1,Yes,Yes,Yes,No,No,No,No,No internet service,Yes,No,No,Yes,0
